,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131
206,1875467307,TrueAccord,[Cherlynne Serafino-King, , Cherlynne Serafino-KingTalent Acquisition Manager at TrueAccord - We're hiring!, 'Apply machine learning techniques to improve customer experience, reduce operating costs, and improve our business position', 'Design and implement machine learning models, and deploy them while collaborating with engineering team members', 'Drive data driven development across the company by educating and coaching other teams in Data Science best practices and experimentation methodology', 'Document development lifecycle and design model development infrastructure', '1-3+ years relevant experience | Advanced degree | Completed graduate level coursework in statistics-related fields, experimental design, or quantitative social sciences\xa0', 'Demonstrated skill in developing machine learning solutions to business problems in a cross functional team and implementing from conception to business impact', 'Proven understanding of modern machine learning techniques, such as classification, regression, recommendation systems, optimization, and deep learning.', 'Solid Python programming skills', 'Experience building model development pipelines, productionizing models or are familiar with machine learning technologies (e.g. Tensorflow)', 'Working knowledge of Big Data technologies: AWS, Spark etc.', 'Strong cross-functional communication skills with technical and non-technical partners', 'Solid understanding of experiment design', 'Experience with natural language processing techniques', 'FinTech background', 'Appreciate the option of working in San Francisco," where most of TrueAccord’s engineering is based']""",empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty
207,1893062395,Centauri,"[' BA or BS degree in Computer Science, Physics, Statistics, or Mathematics ', ' 3-5 years of experience in working with major programming languages, including R, Python, Java/C++, Docker or other container technology, ', ' 3-5 years of experience with analytics, data science, data engineering, and machine learning, AWS or other cloud computing technology, Anaconda, Apache, Nginx, Ontologies, Numpy, Pandas, ', ' 3-5 years of experience with the application of data science and advanced data analytics, including structured, unstructured, or relational and data mining and machine learning techniques ', ' Experience with deep learning paradigms and frameworks ', ' Ability to obtain a security clearance ', ' Experience with other Cloud technologies ', ' Exposure to graph database Neo4j, Arango, Jupyter Notebooks, MongoDB or similar tools ', ' Experience with machine learning or another advanced field ', ' Experience with developing solutions and integrating, extending, and contributing to Open Source software ', ' Experience with a container, container orchestration technology Kubernetes, or OpenShift ', ' Experience with Big Data tools such as Apache Spark or Hadoop ', ' MS degree in CS, Physics, Statistics, or Mathematics preferred ']",empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty
208,1892435031,Booz Allen Hamilton,"['5+ years of experience with the application of data science and data analytics, including structured, unstructured, or relational and data mining and machine learning techniques', 'Experience with data visualizations and knowledge object creation', 'Experience in configuring data to support developing applications with UI and UX design', 'Experience with using Python to perform rapid prototyping for data cleaning, EDA, and data visualization', 'Experience with Big Data analytics, including Hadoop, Spark, and TensorFlow, graph analytics, and natural language processing', 'TS/SCI clearance with a polygraph', 'HS diploma or GED', , 'Experience with Java', 'Experience with Agile methodologies', 'Experience with time series, geo-temporal, and sensor and M2M signaling data analysis', 'Knowledge of signal protocol processing', 'BA or BS degree in CS, Data Science, Statistics, Mathematics, Technology, Science, or Engineering', , ' access to online and onsite training in data analysis and presentation methodologies, and tools like Hortonworks, Docker, Tableau, and Splunk', ' a chance to change the world with the Data Science Bowl—the world’s premier data science for social good competition', ' participation in partnerships with data science leaders, like our partnership with NVIDIA to deliver Deep Learning Institute (DLI) training to the federal government', ]",empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty
209,1878106468,Spectrum,"['Understand customer business use cases and be able to translate them to technical specifications and vision on how to implement a solution', 'Clearly communicate the benefits of the analytic solutions to both a business as well as a technical audience', 'Leverage knowledge in analytic and statistical algorithms to help customers explore methods to improve their business', 'Lead large-scale analytical research projects through all stages including concept formulation, determination of appropriate statistical methodology, data manipulation, research evaluation, and final research report', 'Design, build, and extract large and complex data sets while thinking strategically about uses of data and how data use interacts with data design', 'Lead large-scale data studies and data discovery for new data sources or new uses for existing data sources', 'Lead design and implementation of statistical data quality procedures for existing and new data sources', 'Visualize and report data findings creatively in a variety of visual formats that appropriately provide insight to the stakeholders', 'Establish links across existing data sources and find new, interesting data correlations', 'Work closely with the sales team to come up with analytical solutions for prospects', 'Work closely with the operations team to define the implementation of these solutions', 'Achieve business value of analytics through deployment of the nCluster database', 'Achieve defined project goals within customer deadlines; proactively communicate status and escalate issues as needed', 'Willing to learn: Develop expertise in areas outside of core comfort zone', , , 'Ability to read, write, speak and understand English ', 'Excellent team player', 'Must be self-motivated, results-driven, and able to work with minimum supervision', 'Intellectually curious', 'Outstanding interpersonal, communication and customer relationship skills – able to work effectively with customers from developers and Ops personnel through senior management', 'Extensive experience with analytical and statistical software', 'Extensive experience with design and implementation of data warehousing, relational databases, and associated infrastructures ', 'Passionate about data maintenance, data quality control and all other important data analysis techniques', 'Excellent analytical and problem solving skills with attention to detail and data accuracy', 'Strong interpersonal communication, verbal and written, relationship management, and customer service skills with a focus on working effectively in a team environment', 'Ability to use MS Office Suite (Word, Excel, PP, Access, Visio)', 'Ability to work cross-functionally to solve complex problems and improve quality and service', 'Ability to perform involved and independent research and analysis', 'Ability to maintain confidentiality and appropriately handle sensitive information', 'Related Work Experience Number of Years ', 'Data manipulation and statistical modeling as a Scientist, Consultant, ', 'Architect, DBA, or Engineer 5+ ', 'Programming experience 5+ ', ]",empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty
210,1846578673,Point72,"['Partner with a collaborative group of Data Scientists to tackle the challenges of featurizing and modeling large and unstructured data using machine learning and statistical techniques', 'Work with senior team members to tackle all aspects of the research and execution process including methodology selection, data collection and quality, modeling and analysis, and performance monitoring', 'Support the MI Data team with the development, refinement, and delivery of research findings to investment teams, portfolio managers, and other internal clients', 'Work within a team to help drive technical innovation through a collaborative R&D process', 'Top academic credentials with a quantitative degree', '0-2 years of industry working experience in a role that requires statistical analysis', '0-2 years of hands-on working experience with varied and complex data sets', 'Strong programming skills in a subset of the following languages: SQL, Python (preferred), R, Scala, Spark', 'Ability to think creatively and see the big picture as well as finer details', 'Fully-paid health care benefits', 'Mental and physical wellness programs', 'Tuition assistance', 'A 401(k) savings program with an employer match and more']",empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty
211,1802858684,Vesta,"['Analyze large sets of transactional data to understand consumer behavior, explore and extract features and patterns to improve model performance.', , 'Research state-of-the-art machine learning technologies to build world-class fraud detection models', , 'Prototype modeling strategies to optimize model performance', , 'Perform link analysis and fraud analytics in an enterprise environment.', , 'Acquire and apply knowledge relevant to consumer behavior, risk management, and payment processing.', , 'Work with interdepartmental teams to maintain and improve risk policies and procedures.', , 'Identify possible problems with data or processes and takes action to resolve issues.', , 'MS or PhD in Computer Science, Statistics, Applied Mathematics, or other quantitative fields.', , 2+ years' working experience in machine learning.""",empty, 'Proficient in advanced machine learning algorithms',empty, 'Solid knowledge on statistics and applied mathematics',empty, 'Solid knowledge on both supervised learning and unsupervised learning. Experience in time series and adversarial modeling preferred',empty, 'Fluency in Scikit-learn, PyTorch or similar machine learning frameworks',empty, 'Expertise in SQL and Python and proven comfort and intellectual curiosity for working with large data sets',empty, 'Experience in Hadoop/Spark or other distributed parallel computing paradigms is a plus',empty, 'Experience with data visualization tools, such as Matplotlib/Seaborn, ggplot, D3.js, or Tableau is a plus.',empty, 'Able to rapidly learn new subjects and process',empty, 'Passionate about solving the toughest analytical problems',empty, 'Have innovative mindset and take initiatives to work independently and collaboratively as needed to tackle projects',empty, 'Organizational skills and ability to prioritize tasks and deliver on time',empty, 'Can write clean and well documented code. Has good technical writing and verbal communication skills.',empty, 'Strong communication skills and ability to articulate and share findings with the team',empty, 'Please help with wording: Any of the vesta values that you want to highlight here? Trust, Partner, empower, passion, courage sorts of competencies? – pick one or two that are most critical to success in the job and what behavioral skills the person needs to have…',empty, 'Visa Sponsorship',empty," ]""",empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty
213,1820511363,Adobe,"['Leverage big data to understand customers, find opportunities to further elevate Adobe’s product experience, and build compelling data stories that drive action', 'Help define and drive roadmap for Engagement KPIs based on user behavior and usage patterns correlated with higher engagement and retention.', 'Partner with various engagement, product and marketing teams on measurement strategy and data requirements.', 'Following new product launch, deliver insights on product and customer with a focus on opportunities for enhanced customer experiences.', 'Gather, synthesize and interpret disparate quantitative information sources, develop relevant insights and clearly disseminating to key partners', 'Create and update regular reporting based on a variety of data sources', , , 'Bachelor’s degree in Computer Science, Information Systems or a related field is required. MS degree preferred.', '5+ years of experience in analytics and reporting', 'A strong proficiency in querying, manipulating and analyzing large data sets using SQL and/or SQL-like languages.', 'Strong business acumen, excellent communication, relationship skills, and a great teammate.', 'Experience with Apache Hadoop and related technology stack like Pig, Hive, Oozie etc.', 'Experience with one or more data visualization tools such as Tableau, Power BI, MicroStrategy etc.', 'Good attention to detail and ability to stitch and QA multiple data sources.', , ]",empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty
215,1880878300,Spring Discovery,"[' Experience. You have 3+ years of real-world experience in data science, software development, or machine learning.',  Maturity in face of ambiguity. You help define questions instead of just answering them. You work to resolve ambiguity — and you're comfortable making decisions when it remains."""," "" Analytical intuition. You're comfortable dealing with data and forming and testing hypotheses. You have a developed sense of whether analysis lacks rigor and how to improve it.""", ' Love answering questions that help others. You get energy being faced with a series of questions that are important for others’ work and driving quickly towards answers that help them.', ' Tends towards ownership. You’re able to lead an analysis from the earliest stages of acquiring data all the way through to reaching conclusions from that data.'," "" Crisp communicator. You excel at crisp", concise written or spoken communication. You love learning and teaching others in a cross-functional team (we're biologists, computational folks," and more)."""," "" Driven by impact. You're most motivated when working on a problem of important consequence"," no matter what's necessary to do so.""",empty, ' Biological data experience. You bring familiarity with the pitfalls and analytical techniques typically encountered with large biological datasets.', ' Deep learning intuition. You bring intuition about datasets and experiment structures for deep learning from personal experience.', ' ',  Scientific background. You have cultural familiarity with scientists and labs from personal experience. You know the language of scientists as well as that of the technical world., ' ', ' Competitive salary and equity in a growing, well-funded startup', ' Excellent medical, dental, and vision coverage', ' Generous vacation policy', ' Healthy feedback-focused environment — leadership will have high expectations, regularly share constructive feedback, expect you to grow, and welcome receiving feedback from you'," ]""",empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty
216,1842824102,"Dynetics, Inc.","[' Ensemble Learning Techniques', ' Artificial Neural Networks (ANN) including Deep Neural Networks (DNN), Convolutional Neural Networks (CNN), and Generative Adversarial Networks (GAN)', ' Feature Engineering', ' Dimensionality Reduction', ' Statistical Methods such as Bayesian Statistics and statistical tests', ' Data Visualization', ' Model Interpretability', ' ML/AI hardware including GPUs, GPU clusters, and cloud computing using Microsoft Azure, Google Cloud, or Amazon AWS/C2S', , ' Development and contribution to software design utilizing ML/AI to meet customer requirements.', ' Collaboration with non-ML/AI engineers and scientists to ascertain suitability for ML/AI techniques to solve customer problems', ' Development of rapid prototyping algorithms and software solutions using scripting languages or open source libraries', ' Development of ML/AI software products using object oriented principles in a variety of languages and operating environments. Example software products could include radar and missile simulations, network protocol simulations, simulated cyber attacks, hardware virtualization and emulation, distributed simulation architectures, and data analysis solutions.', ' Integration of ML/AI models, simulations, and software products into existing operating environments through software interface development.', ' Software and algorithm documentation to include design documents, administration guides, user guides, and test validation reports.', ' Development of software unit tests and continuous integration infrastructures to automate the testing of candidate releases.', ,  Candidate must be a US citizen and possess at least a Bachelor's degree from an ABET accredited school in Computer Engineering", Computer Science, Software Engineering, Cyber Engineering, Mathematics," or related technical degree with up to 5 years of technical experience for a Bachelor’s Degree or up to 3 years of experience for a Master’s degree.""", ' Candidate must have object oriented software development experience using C++, Java, Python or related languages.', ' Candidate must demonstrate the ability to communicate professionally and work cohesively in a team environment.', ' Candidate must be a resident of the North Alabama area or willing to relocate to the Huntsville - North Alabama, AL area.',empty, ' ML/AI algorithm implementation using Tensorflow, Keras, PyTorch, Theanos or similar', ' Data analysis using Numpy, Scipy, Scikit-learn, MATLAB, pandas or similar', ' Source control management using Git, Mercurial, TortoiseSVN or similar', ' Data visualization using matplotlib, Plotly, ggplot, Seaborn or similar', ' Software development using AGILE methodologies',empty, ' ML/AI model training and deployment in low-power, mobile/embedded devices', ' CUDA', ' Software development using Unix/Linux Operating Systems', ' Networking Protocols'," ]""",empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty
217,1885412704,Klaviyo,"[Analyze large data sets (we're collecting billions of individual actions every month).""", 'Build models and ship products that enable businesses to grow faster and communicate with their customers.', 'Democratize and open up that technology to everyone (Our background as a team is building these models for the Fortune 50).', 'Match the right assumptions and models to the right problem.', 'Measure and know what impact your models had on the decisions people made -- e.g. did they outperform the previous best model or a human decision maker?', 'Posses a strong fundamental understanding and deep experience with at least some machine learning algorithms (e.g. regressions, decision trees, k-means clustering, neural networks).', 'Understand Bayesian modeling techniques.', 'Are capable of analyzing data and making rigorous statements about what can or cannot be concluded.', 'Have experience designing and implementing model performance/validation assessments.'," ""Have a background in statistics and understand different distributions and the conditions under which they're valid.""", 'Know how code and have used data science tools and packages.'," ""Have demonstrated a measurable impact based on the models you've created. It's not always easy getting a model correct and we love talking about places we got stuck and working as a team to think through ideas that could unblock us."""," ""Have a desire to ship features powered by data science (in other words"," you're excited by both upfront research and actually getting models into production at cloud scale)."""," ""Bachelor's or advanced degree in statistics", applied mathematics, computer science or other relevant quantitative discipline," or equivalent industry experience."""," 'Have worked in a data science role for 2+ years professionally or academically and can talk about your projects and the techniques you used.']""",empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty
218,1865844482,Highmark Health,[Work directly with the business to understand their questions, business processes, programs and/ or initiatives, then identifying how analytical solutions could help deliver value for them (e.g., more effective and/ or efficient processes). This would include being accountable for, outlining new use cases, creating high level impact estimates, and identifying the necessary data elements (including proxies) to deliver the analytical solution to complex business problems. Assemble data sets using knowledge of where the required data exists within the Organization's source data system, derived production sets or publicly available sources. Includes securing appropriate access and documenting objectives," assumptions and processes.""", 'Select and apply the appropriate advanced modeling/machine learning techniques to these data sets to deliver business insight, ensuring that the final analysis is well researched, accurate, and documented. This requires technical flexibility, in-depth knowledge and delivery of advanced analytical approaches, for example regression models, tree-based learning, neural networks, clustering techniques, natural language processing.', 'Consult with the business to contextualize and translate the results of our analysis in a form which the business can understand and take action on. This will be include written reports, presentation and data visualizations, and draws clear lines between the high-level problem specifications, the analyses performed, and how the results link directly back to business objectives. It requires the incumbent to demonstrate their depth of understanding of many areas of the business, the data and the analytical methods through ongoing engagement with a range of audiences.'," ""Plan", prepare and deliver/coordinate all elements of the analysis in such a way that it is delivered on time," to a high standard and ready to implement on a production basis (including dissemination through the Organization's user systems). This includes identifying the best route to implementation (developing the analytical solution accordingly).""", 'Research self- directed new analytical skills and approaches, building relationships internally and externally to transfer knowledge and maintain their position as subject matter experts, consult with follow data scientists and analysts to guide analysis and deliver larger projects.', 'Other duties as assigned.',empty,empty," ""Master's Degree in Analytics", Mathematics, Physics," Computer and Information Science or Engineering (""", Substitutions, ' - Bachelor’s Degree in Analytics, Mathematics, Physics, Computer and Information Science or Engineering with 3 years of relevant experience)', '1 - 3 years in Data Analytics', '1 - 3 years using Large Data-sets', '1 - 3 years utilizing Statistical Software', '1 - 3 years in Data Visualization', '1 - 3 years in Predictive Modeling', 'Academic research and/or work experience accepted',empty,empty, 'Doctorate degree in Analytics, Mathematics, Physics, Computer and Information Science, or Engineering', '1 - 3 years in the Healthcare Industry', '1 - 3 years in Research and Development', '1 - 3 years in a Business Analyst role', '1 - 3 years in Consulting',empty,empty, 'Analysis of business problems/needs', 'Analytical and Logical Reasoning/Thinking', 'Collaborative Problem Solving', 'Data Analysis', 'SAS', 'SQL', 'Statistical Analysis', 'Written & Oral Presentation Skills', 'At least one of the following automation tools and techniques: Auto IT, Selenium, and/or Python/Java automation libraries', 'Knowledge of Python, Java, R, and/or Scala', 'Proficiency with big data tools such as Hadoop, SparkMap Reduce, Pig, Solr', 'Basic proto-typing/front end skills such as RShiny, Flask, Django', 'Data analytics, including the development of data-driven predictive models', 'Proficient operating in a Linux environment and with basic shell scripting', 'Proficient command of SQL', 'Demonstrated knowledge of concepts of power analysis, hypothesis testing, inference',empty," ]""",empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty
219,1846504977,Allscripts,"[' Conducts analytical research based on project assigned that leads to new or improved products to maintain Allscripts’ competitive position. ', ' Under direction of more senior resources, researches emerging technologies to support improved health outcomes ', ' Performs testing of predictive models on data ', ' Designs, codes, tests and documents in areas assigned on projects ', ' Collaborates with SMEs to select relevant sources of information ', ' Works with teams to support data collection, integration and retention requirements incorporating business knowledge and best practices ', ' Uses expected qualification and assurance of information to quantify the accuracy of metrics and analysis ', ' Works to ensure information is used in compliance with regulatory and security policies ', ' Provides on-going tracking and monitoring of performance decision systems and statistical models ', , , ' Bachelors or Master’s degree in a relevant field of study (health sciences, computer science, engineering or other quantitative) ', , , ' 2+ years experience in an healthcare analytics role ', ' Experience with data management ', ' Experience with pre-processing, cleaning of data ', ' Knowledge of statistical techniques ', ' Effectively uses research and cutting edge technology and data to solve problems ', ' Experience with SQL, SSIS, Tableau and database development ', ' Demonstrated critical thinking skills and attention to detail ', ' Excellent client facing skills with the ability to thrive in a highly critical, fast paced environment ', , , ' No usual travel ', ' Travel to educational conferences as needed ', , , ' Work is performed in a standard office environment with minimal exposure to health or safety hazards ', ]",empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty
221,1892158068,Bancroft,"['Help deliver innovative projects by investigating business problems, implementing solutions, and tracking downstream effectiveness.', 'Communicate effectively with peers on the marketing science team, internal clients, and company leadership regarding ongoing projects and future possibilities.', 'Carry out ad-hoc data extracts and analyses as needed.', , , '1-3 years of experience with data science / data analysis or an advanced degree (MS, MBA, PhD) in a related field.', 'Fluent in English and at least one language related to statistical analysis (e.g., R, SAS, Spark, STATA), data management (e.g., Hadoop, SQL), and/or basic computing such as C++, Java, Julia, or Python.', 'Willingness to learn new quantitative techniques and programming languages.', 'Attention to detail and overarching curiosity are both essential.', 'Responsible and reliable; able to set and meet deadlines.']",empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty
222,1846570529,SleepIQ LABS,"['Design, develop, implement, and maintain deep learning algorithms for next-generation bed platform.', 'Develop distributed applications, platform infrastructure, and interface to solve large-scale processing problems.', 'Prototype custom big-data applications using scalable cloud/GPU platforms.', 'Work with embedded and cloud-based software engineering teams to scale and operationalize prototyped concepts and to ensure successful implementation and deployment of algorithms.', 'Prototype and build analytics dashboards.', 'Stay abreast of latest data science developments and determine if/how these can best be incorporated in our designs.', , , 'BS or higher in mathematics, computer science, or similar field.', 'Minimum 3 years of machine learning and data science experience', 'Strong organizational and problem-solving skills.', 'Strong hands-on experience in the development of deep learning solutions.', 'Deep understanding of mathematical foundations of machine learning algorithms and platforms', 'Proficient in Python and Matlab.', 'Familiarity with all stages of the product development cycle. Experience maintaining engineering best practices, including defect tracking, design reviews, and appropriate testing.', 'Strong organizational and problem-solving skills.', 'Pragmatic, product-oriented approach.', 'Ability to work cross-functionally with minimal supervision.', ]",empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty,empty
